Title,Year,Score,Genre,Vote,Director,Runtime,Revenue,Oscar,Guild,Globe,win,nominee
One Flew Over the Cuckoo's Nest,1975,8.7,Drama,799024,Milos Forman,133,112.0,-1.0,-1.0,-1.0,-1.0,False
One Hour Photo,2002,6.8,"Drama, Thriller",106098,Mark Romanek,96,31.6,-1.0,-1.0,-1.0,-1.0,False
One Hundred and One Dalmatians,1961,7.2,"Animation, Adventure, Comedy",131935,Clyde Geronimi,79,144.88,-1.0,-1.0,-1.0,-1.0,False
One Million Years B.C.,1966,5.7,"Adventure, Fantasy",6734,Don Chaffey,100,,-1.0,-1.0,-1.0,-1.0,False
One Missed Call,2008,4.0,"Horror, Mystery",29017,Eric Valette,87,26.88,-1.0,-1.0,-1.0,-1.0,False
One Night Stand,1997,5.8,"Drama, Romance",6108,Mike Figgis,102,2.62,-1.0,-1.0,-1.0,-1.0,False
One Night at McCool's,2001,6.1,"Comedy, Crime",27165,Harald Zwart,93,6.29,-1.0,-1.0,-1.0,-1.0,False
One Night with the King,2006,6.3,"Biography, Drama, History",6307,Michael O. Sajbel,123,13.4,-1.0,-1.0,-1.0,-1.0,False
One True Thing,1998,7.0,Drama,10377,Carl Franklin,127,23.25,0.0,0.0,0.0,0.0,True
One Week,2008,7.1,"Adventure, Drama",10618,Michael McGowan,94,,-1.0,-1.0,-1.0,-1.0,False
One for the Money,2012,5.3,"Action, Comedy, Crime",37738,Julie Anne Robinson,91,26.41,-1.0,-1.0,-1.0,-1.0,False
"One, Two, Three",1961,8.0,Comedy,17117,Billy Wilder,108,,0.0,-1.0,0.0,0.0,True
One-Eyed Jacks,1961,7.2,Western,8250,Marlon Brando,141,,0.0,-1.0,-1.0,0.0,True
Onegin,1999,6.9,"Drama, Romance",6894,Martha Fiennes,106,0.21,-1.0,-1.0,-1.0,-1.0,False
Ong-bak,2003,7.2,"Action, Crime, Thriller",66214,Prachya Pinkaew,108,4.56,-1.0,-1.0,-1.0,-1.0,False
Ong-bak 2,2008,6.2,Action,27162,Tony Jaa,98,0.1,-1.0,-1.0,-1.0,-1.0,False
Ong-bak 3,2010,5.0,Action,11786,Tony Jaa,99,0.01,-1.0,-1.0,-1.0,-1.0,False
Onibaba,1964,8.0,"Drama, Horror",13033,Kaneto Shindô,103,,-1.0,-1.0,-1.0,-1.0,False
Only Angels Have Wings,1939,7.7,"Adventure, Drama, Romance",10537,Howard Hawks,121,,0.0,-1.0,-1.0,0.0,True
Only God Forgives,2013,5.7,"Crime, Drama",97642,Nicolas Winding Refn,90,0.78,-1.0,-1.0,-1.0,-1.0,False
Only Lovers Left Alive,2013,7.3,"Comedy, Drama, Fantasy",77675,Jim Jarmusch,123,1.88,-1.0,-1.0,-1.0,-1.0,False
Only Yesterday,1991,7.7,"Animation, Drama, Romance",18492,Isao Takahata,118,0.45,-1.0,-1.0,-1.0,-1.0,False
Only You,1994,6.5,"Comedy, Romance",17612,Norman Jewison,115,20.04,-1.0,-1.0,-1.0,-1.0,False
Only the Brave,2017,7.7,"Biography, Drama",37643,Joseph Kosinski,134,18.34,-1.0,-1.0,-1.0,-1.0,False
Only the Lonely,1991,6.3,"Comedy, Romance",8937,Chris Columbus,104,21.83,-1.0,-1.0,-1.0,-1.0,False
Ookami kodomo no Ame to Yuki,2012,8.2,"Animation, Drama, Family",28923,Mamoru Hosoda,117,,-1.0,-1.0,-1.0,-1.0,False
Oorlogswinter,2008,7.0,"Drama, History, War",11326,Martin Koolhoven,103,0.54,-1.0,-1.0,-1.0,-1.0,False
Open Grave,2013,6.3,"Horror, Mystery, Thriller",24769,Gonzalo López-Gallego,102,,-1.0,-1.0,-1.0,-1.0,False
Open Range,2003,7.5,"Action, Drama, Romance",60332,Kevin Costner,139,58.33,-1.0,-1.0,-1.0,-1.0,False
Open Season,2006,6.1,"Animation, Adventure, Comedy",75708,Roger Allers,86,85.11,-1.0,-1.0,-1.0,-1.0,False
Open Season 3,2010,5.2,"Animation, Adventure, Comedy",8277,Cody Cameron,75,,-1.0,-1.0,-1.0,-1.0,False
Open Water,2003,5.7,"Adventure, Drama, Horror",47143,Chris Kentis,79,30.61,-1.0,-1.0,-1.0,-1.0,False
Open Windows,2014,5.2,"Crime, Horror, Thriller",12365,Nacho Vigalondo,100,,-1.0,-1.0,-1.0,-1.0,False
Open Your Eyes,1997,7.8,"Drama, Mystery, Romance",58449,Alejandro Amenábar,117,0.37,-1.0,-1.0,-1.0,-1.0,False
Opening Night,1977,8.1,Drama,7231,John Cassavetes,144,,-1.0,-1.0,0.0,0.0,True
Opera,1987,7.1,"Horror, Mystery, Thriller",11971,Dario Argento,107,,-1.0,-1.0,-1.0,-1.0,False
Operation 'Y' & Other Shurik's Adventures,1965,8.6,"Comedy, Crime, Romance",9738,Leonid Gayday,95,,-1.0,-1.0,-1.0,-1.0,False
Operation Dumbo Drop,1995,5.0,"Action, Adventure, Comedy",7711,Simon Wincer,107,24.7,-1.0,-1.0,-1.0,-1.0,False
Operation Finale,2018,6.5,"Biography, Drama, History",11153,Chris Weitz,122,17.61,-1.0,-1.0,-1.0,-1.0,False
Operation Petticoat,1959,7.3,"Comedy, Romance, War",10784,Blake Edwards,124,23.3,0.0,-1.0,0.0,0.0,True
Orange County,2002,6.2,"Comedy, Drama",44255,Jake Kasdan,82,41.03,-1.0,-1.0,-1.0,-1.0,False
Orca,1977,5.7,"Adventure, Drama, Horror",9152,Michael Anderson,92,14.72,-1.0,-1.0,-1.0,-1.0,False
Ordet,1955,8.2,"Drama, Fantasy",11711,Carl Theodor Dreyer,126,,-1.0,-1.0,-1.0,-1.0,False
Ordinary Decent Criminal,2000,6.4,"Comedy, Crime",12586,Thaddeus O'Sullivan,93,,-1.0,-1.0,-1.0,-1.0,False
Ordinary People,1980,7.8,Drama,40739,Robert Redford,124,54.8,1.0,-1.0,1.0,1.0,True
Organize Isler,2005,7.4,"Comedy, Drama",23742,Yilmaz Erdogan,106,,-1.0,-1.0,-1.0,-1.0,False
Orgazmo,1997,6.2,"Comedy, Sci-Fi",32359,Trey Parker,94,0.58,-1.0,-1.0,-1.0,-1.0,False
Original Sin,2001,6.0,"Drama, Mystery, Romance",49427,Michael Cristofer,116,16.25,-1.0,-1.0,-1.0,-1.0,False
Orlando,1992,7.2,"Biography, Drama, Fantasy",11751,Sally Potter,94,5.29,-1.0,-1.0,-1.0,-1.0,False
Orphan,2009,7.0,"Horror, Mystery, Thriller",170119,Jaume Collet-Serra,123,41.6,-1.0,-1.0,-1.0,-1.0,False
Orphée,1950,8.0,"Fantasy, Drama, Romance",8738,Jean Cocteau,95,,-1.0,-1.0,-1.0,-1.0,False
Osama,2003,7.4,Drama,8144,Siddiq Barmak,83,1.13,-1.0,-1.0,-1.0,-1.0,False
Oscar,1991,6.5,"Comedy, Crime",26727,John Landis,109,23.56,-1.0,-1.0,-1.0,-1.0,False
Oscar and Lucinda,1997,6.7,"Drama, Romance",6098,Gillian Armstrong,132,1.51,0.0,-1.0,-1.0,0.0,True
"Oslo, 31. august",2011,7.7,Drama,16627,Joachim Trier,95,0.1,-1.0,-1.0,-1.0,-1.0,False
Osmosis Jones,2001,6.3,"Animation, Action, Adventure",28776,Bobby Farrelly,95,13.6,-1.0,-1.0,-1.0,-1.0,False
Ostrov,2006,8.0,Drama,9733,Pavel Lungin,112,,-1.0,-1.0,-1.0,-1.0,False
Otac na sluzbenom putu,1985,7.9,Drama,7688,Emir Kusturica,136,0.02,-1.0,-1.0,-1.0,-1.0,False
Othello,1995,6.9,"Drama, Romance",8369,Oliver Parker,123,2.11,-1.0,0.0,-1.0,0.0,True
Other People,2016,6.7,"Comedy, Drama",7237,Chris Kelly,97,0.09,-1.0,-1.0,-1.0,-1.0,False
Other People's Money,1991,6.1,"Comedy, Drama, Romance",7180,Norman Jewison,103,25.68,-1.0,-1.0,-1.0,-1.0,False
OtherLife,2017,6.3,"Crime, Mystery, Sci-Fi",9202,Ben C. Lucas,96,,-1.0,-1.0,-1.0,-1.0,False
Ouija,2014,4.5,"Horror, Thriller",42546,Stiles White,89,50.86,-1.0,-1.0,-1.0,-1.0,False
Ouija: Origin of Evil,2016,6.1,"Horror, Thriller",44147,Mike Flanagan,99,34.9,-1.0,-1.0,-1.0,-1.0,False
Our Brand Is Crisis,2015,6.1,"Comedy, Drama",18160,David Gordon Green,107,7.0,-1.0,-1.0,-1.0,-1.0,False
Our Family Wedding,2010,4.9,"Comedy, Romance",6254,Rick Famuyiwa,103,20.25,-1.0,-1.0,-1.0,-1.0,False
Our Hospitality,1923,7.9,"Comedy, Romance, Thriller",8795,John G. Blystone,65,,-1.0,-1.0,-1.0,-1.0,False
Our Idiot Brother,2011,6.4,"Comedy, Drama",79492,Jesse Peretz,90,24.81,-1.0,-1.0,-1.0,-1.0,False
Our Kind of Traitor,2016,6.2,"Crime, Drama, Thriller",16401,Susanna White,108,3.15,-1.0,-1.0,-1.0,-1.0,False
Our Souls at Night,2017,6.9,"Drama, Romance",7312,Ritesh Batra,103,,-1.0,-1.0,-1.0,-1.0,False
Out Cold,2001,6.3,"Comedy, Sport",15555,Brendan Malloy,89,13.9,-1.0,-1.0,-1.0,-1.0,False
Out for Justice,1991,6.1,"Action, Crime, Drama",19268,John Flynn,91,39.67,-1.0,-1.0,-1.0,-1.0,False
Out in the Dark,2012,7.5,"Drama, Romance, Thriller",6330,Michael Mayer,96,,-1.0,-1.0,-1.0,-1.0,False
Out of Africa,1985,7.2,"Biography, Drama, Romance",62189,Sydney Pollack,161,87.1,1.0,-1.0,1.0,1.0,True
Out of Sight,1998,7.0,"Crime, Drama, Romance",78204,Steven Soderbergh,123,37.56,0.0,-1.0,-1.0,0.0,True
Out of Time,2003,6.5,"Crime, Drama, Mystery",51526,Carl Franklin,105,40.91,-1.0,-1.0,-1.0,-1.0,False
Out of the Furnace,2013,6.8,"Crime, Drama, Thriller",96405,Scott Cooper,116,11.33,-1.0,-1.0,-1.0,-1.0,False
Out of the Past,1947,8.1,"Crime, Drama, FilmNoir",27877,Jacques Tourneur,97,,-1.0,-1.0,-1.0,-1.0,False
Out to Sea,1997,6.1,"Comedy, Romance",7059,Martha Coolidge,106,27.97,-1.0,-1.0,-1.0,-1.0,False
Outbreak,1995,6.6,"Action, Drama, Thriller",98742,Wolfgang Petersen,127,67.82,-1.0,-1.0,-1.0,-1.0,False
Outcast,2014,4.6,"Action, Adventure, Drama",11123,Nick Powell,99,,-1.0,-1.0,-1.0,-1.0,False
Outland,1981,6.6,"Action, Crime, Sci-Fi",24261,Peter Hyams,109,17.37,0.0,-1.0,-1.0,0.0,True
Outlander,2008,6.3,"Action, Adventure, Sci-Fi",67984,Howard McCain,115,0.16,-1.0,-1.0,-1.0,-1.0,False
Outlaw,2007,5.8,"Action, Crime, Drama",11842,Nick Love,103,,-1.0,-1.0,-1.0,-1.0,False
Outpost,2008,5.9,"Action, Horror, Sci-Fi",15162,Steve Barker,90,,-1.0,-1.0,-1.0,-1.0,False
Outrageous Fortune,1987,6.1,Comedy,6487,Arthur Hiller,99,52.86,-1.0,-1.0,0.0,0.0,True
Outside Providence,1999,6.4,"Comedy, Drama, Romance",8117,Michael Corrente,96,7.29,-1.0,-1.0,-1.0,-1.0,False
Outsourced,2006,7.0,"Comedy, Drama, Romance",10611,John Jeffcoat,103,0.16,-1.0,-1.0,-1.0,-1.0,False
Over Her Dead Body,2008,5.2,"Comedy, Fantasy, Romance",22734,Jeff Lowell,95,7.56,-1.0,-1.0,-1.0,-1.0,False
Over the Hedge,2006,6.7,"Animation, Adventure, Comedy",143215,Tim Johnson,83,155.02,-1.0,-1.0,-1.0,-1.0,False
Over the Top,1987,5.7,"Action, Drama, Sport",43882,Menahem Golan,93,16.06,-1.0,-1.0,-1.0,-1.0,False
Overboard,1987,6.8,"Comedy, Romance",45267,Garry Marshall,106,26.71,-1.0,-1.0,-1.0,-1.0,False
Overboard,2018,5.9,"Comedy, Romance",17988,Rob Greenberg,112,50.32,-1.0,-1.0,-1.0,-1.0,False
Overdrive,2017,5.4,"Action, Thriller",9320,Antonio Negret,93,,-1.0,-1.0,-1.0,-1.0,False
Owning Mahowny,2003,7.1,"Crime, Drama, Thriller",11663,Richard Kwietniowski,104,1.01,-1.0,-1.0,-1.0,-1.0,False
Oye Lucky! Lucky Oye!,2008,7.8,"Comedy, Crime, Drama",13884,Dibakar Banerjee,125,0.08,-1.0,-1.0,-1.0,-1.0,False
Oz the Great and Powerful,2013,6.3,"Adventure, Family, Fantasy",189237,Sam Raimi,130,234.91,-1.0,-1.0,-1.0,-1.0,False
P.S. I Love You,2007,7.1,"Drama, Romance",188083,Richard LaGravenese,126,53.7,-1.0,-1.0,-1.0,-1.0,False
P2,2007,5.9,"Crime, Horror, Thriller",28867,Franck Khalfoun,98,3.99,-1.0,-1.0,-1.0,-1.0,False
PK,2014,8.2,"Comedy, Drama, Sci-Fi",129286,Rajkumar Hirani,153,10.62,-1.0,-1.0,-1.0,-1.0,False
Paa,2009,7.2,"Comedy, Drama",10346,R. Balki,133,0.2,-1.0,-1.0,-1.0,-1.0,False
Paan Singh Tomar,2012,8.2,"Action, Biography, Crime",28295,Tigmanshu Dhulia,135,0.04,-1.0,-1.0,-1.0,-1.0,False
Pacific Heights,1990,6.4,Thriller,15902,John Schlesinger,102,29.38,-1.0,-1.0,-1.0,-1.0,False
Pacific Rim,2013,6.9,"Action, Adventure, Sci-Fi",433774,Guillermo del Toro,131,101.8,-1.0,-1.0,-1.0,-1.0,False
Pacific Rim: Uprising,2018,5.7,"Action, Adventure, Sci-Fi",74278,Steven S. DeKnight,111,59.19,-1.0,-1.0,-1.0,-1.0,False
Paddington,2014,7.2,"Adventure, Comedy, Family",77231,Paul King,95,76.27,-1.0,-1.0,-1.0,-1.0,False
Paddington 2,2017,7.9,"Animation, Adventure, Comedy",37112,Paul King,103,40.44,-1.0,-1.0,-1.0,-1.0,False
Padmaavat,2018,7.0,"Drama, History, Romance",19813,Sanjay Leela Bhansali,164,11.85,-1.0,-1.0,-1.0,-1.0,False
Padman,2018,8.1,"Biography, Drama",11612,R. Balki,140,1.66,-1.0,-1.0,-1.0,-1.0,False
Page 3,2005,7.3,Drama,6076,Madhur Bhandarkar,139,,-1.0,-1.0,-1.0,-1.0,False
Paheli,2005,6.7,"Drama, Fantasy, Romance",11283,Amol Palekar,140,1.41,-1.0,-1.0,-1.0,-1.0,False
Paid in Full,2002,7.1,"Action, Crime, Drama",8976,Charles Stone III,97,3.04,-1.0,-1.0,-1.0,-1.0,False
Pain & Gain,2013,6.4,"Action, Comedy, Crime",181988,Michael Bay,129,49.88,-1.0,-1.0,-1.0,-1.0,False
Paint Your Wagon,1969,6.6,"Comedy, Drama, Musical",10689,Joshua Logan,164,31.68,0.0,-1.0,0.0,0.0,True
Paisan,1946,7.7,"Drama, War",6033,Roberto Rossellini,126,,-1.0,-1.0,-1.0,-1.0,False
Pale Rider,1985,7.3,Western,45943,Clint Eastwood,115,41.41,-1.0,-1.0,-1.0,-1.0,False
Palindromes,2004,6.8,"Comedy, Drama",11425,Todd Solondz,100,0.55,-1.0,-1.0,-1.0,-1.0,False
Palmeras en la nieve,2015,7.4,"Drama, Romance",7217,Fernando González Molina,163,,-1.0,-1.0,-1.0,-1.0,False
Palmetto,1998,6.0,"Crime, Drama, Mystery",7110,Volker Schlöndorff,114,5.84,-1.0,-1.0,-1.0,-1.0,False
Palo Alto,2013,6.2,Drama,24647,Gia Coppola,100,0.75,-1.0,-1.0,-1.0,-1.0,False
Pan,2015,5.8,"Adventure, Family, Fantasy",53950,Joe Wright,111,35.09,-1.0,-1.0,-1.0,-1.0,False
Pan's Labyrinth,2006,8.2,"Drama, Fantasy, War",553035,Guillermo del Toro,118,37.63,1.0,-1.0,-1.0,1.0,True
Pandemic,2016,4.5,"Action, Horror, Sci-Fi",6822,John Suits,91,,-1.0,-1.0,-1.0,-1.0,False
Pandora's Box,1929,8.0,"Crime, Drama, Romance",8516,Georg Wilhelm Pabst,109,0.01,-1.0,-1.0,-1.0,-1.0,False
Pandorum,2009,6.8,"Action, Horror, Mystery",134429,Christian Alvart,108,10.33,-1.0,-1.0,-1.0,-1.0,False
Pane e tulipani,2000,7.4,"Comedy, Romance",8448,Silvio Soldini,114,5.31,-1.0,-1.0,-1.0,-1.0,False
Panic,2000,6.7,"Comedy, Crime, Drama",7633,Henry Bromell,88,0.78,-1.0,-1.0,-1.0,-1.0,False
Panic Button,2011,5.3,"Horror, Thriller",6251,Chris Crow,96,,-1.0,-1.0,-1.0,-1.0,False
Panic Room,2002,6.8,"Crime, Drama, Thriller",231008,David Fincher,112,96.4,-1.0,-1.0,-1.0,-1.0,False
Panique au village,2009,7.5,"Animation, Adventure, Comedy",6711,Stéphane Aubier,75,0.17,-1.0,-1.0,-1.0,-1.0,False
Paparazzi,2004,5.8,"Action, Crime, Drama",13933,Paul Abascal,84,15.71,-1.0,-1.0,-1.0,-1.0,False
Paper Heart,2009,6.0,"Comedy, Drama, Romance",7705,Nicholas Jasenovec,88,1.27,-1.0,-1.0,-1.0,-1.0,False
Paper Moon,1973,8.1,"Comedy, Crime, Drama",35852,Peter Bogdanovich,102,30.93,1.0,-1.0,1.0,1.0,True
Paper Towns,2015,6.3,"Comedy, Drama, Mystery",84342,Jake Schreier,109,32.0,-1.0,-1.0,-1.0,-1.0,False
Papillon,1973,8.0,"Biography, Crime, Drama",108758,Franklin J. Schaffner,151,53.27,0.0,-1.0,0.0,0.0,True
Papillon,2017,7.0,"Crime, Drama, Mystery",7003,Michael Noer,133,2.34,-1.0,-1.0,-1.0,-1.0,False
Paprika,2006,7.7,"Animation, Adventure, Crime",57892,Satoshi Kon,90,0.88,-1.0,-1.0,-1.0,-1.0,False
ParaNorman,2012,7.0,"Animation, Adventure, Comedy",84328,Chris Butler,92,56.0,0.0,-1.0,-1.0,0.0,True
Parada,2011,7.3,"Comedy, Drama",10427,Srdjan Dragojevic,115,,-1.0,-1.0,-1.0,-1.0,False
Paradies: Liebe,2012,7.1,Drama,7399,Ulrich Seidl,120,0.02,-1.0,-1.0,-1.0,-1.0,False
Paradise Lost,2006,5.4,"Horror, Mystery, Thriller",33694,John Stockwell,93,7.03,-1.0,-1.0,-1.0,-1.0,False
Paradise Now,2005,7.5,"Crime, Drama, Thriller",21090,Hany Abu-Assad,90,1.45,0.0,-1.0,-1.0,0.0,True
Parallels,2015,6.2,"Action, Sci-Fi",12425,Christopher Leone,83,,-1.0,-1.0,-1.0,-1.0,False
Paranoia,2013,5.7,"Drama, Thriller",32438,Robert Luketic,106,7.38,-1.0,-1.0,-1.0,-1.0,False
Paranoid Park,2007,6.7,"Crime, Drama, Mystery",27055,Gus Van Sant,85,0.49,-1.0,-1.0,-1.0,-1.0,False
Paranormal Activity,2007,6.3,"Horror, Mystery, Thriller",204005,Oren Peli,86,107.92,-1.0,-1.0,-1.0,-1.0,False
Paranormal Activity 2,2010,5.7,Horror,91128,Tod Williams,91,84.75,-1.0,-1.0,-1.0,-1.0,False
Paranormal Activity 3,2011,5.8,Horror,84053,Henry Joost,83,104.01,-1.0,-1.0,-1.0,-1.0,False
Paranormal Activity 4,2012,4.6,Horror,57041,Henry Joost,88,53.92,-1.0,-1.0,-1.0,-1.0,False
Paranormal Activity: The Ghost Dimension,2015,4.6,Horror,21447,Gregory Plotkin,88,18.3,-1.0,-1.0,-1.0,-1.0,False
Paranormal Activity: The Marked Ones,2014,5.0,"Horror, Thriller",36159,Christopher Landon,84,32.46,-1.0,-1.0,-1.0,-1.0,False
Pardes,1997,7.0,"Drama, Musical, Romance",12187,Subhash Ghai,191,,-1.0,-1.0,-1.0,-1.0,False
Pardon,2005,8.2,"Comedy, Drama",15181,Mert Baykal,94,,-1.0,-1.0,-1.0,-1.0,False
Parental Guidance,2012,6.1,"Comedy, Family",23285,Andy Fickman,105,77.27,-1.0,-1.0,-1.0,-1.0,False
Parenthood,1989,7.0,"Comedy, Drama",39734,Ron Howard,124,100.05,0.0,-1.0,0.0,0.0,True
Pari e dispari,1978,7.3,"Comedy, Crime",6489,Sergio Corbucci,109,,-1.0,-1.0,-1.0,-1.0,False
Parineeta,2005,7.3,"Drama, Musical, Romance",7960,Pradeep Sarkar,130,0.8,-1.0,-1.0,-1.0,-1.0,False
Paris,2008,6.9,"Comedy, Drama, Romance",10922,Cédric Klapisch,130,1.01,-1.0,-1.0,-1.0,-1.0,False
Paris When It Sizzles,1964,6.4,"Comedy, Romance",6647,Richard Quine,110,,-1.0,-1.0,-1.0,-1.0,False
"Paris, Texas",1984,8.1,Drama,70110,Wim Wenders,145,2.18,-1.0,-1.0,-1.0,-1.0,False
"Paris, je t'aime",2006,7.3,"Comedy, Drama, Romance",66966,Olivier Assayas,120,4.86,-1.0,-1.0,-1.0,-1.0,False
Parker,2013,6.2,"Action, Crime, Romance",102630,Taylor Hackford,118,17.62,-1.0,-1.0,-1.0,-1.0,False
Parkland,2013,6.4,"Drama, History, Mystery",13594,Peter Landesman,93,0.65,-1.0,-1.0,-1.0,-1.0,False
Parmanu: The Story of Pokhran,2018,7.9,"Action, Drama, History",12688,Abhishek Sharma,129,,-1.0,-1.0,-1.0,-1.0,False
Partner,2007,5.7,"Comedy, Drama, Romance",9590,David Dhawan,155,1.06,-1.0,-1.0,-1.0,-1.0,False
Party Monster,2003,6.3,"Biography, Crime, Drama",13814,Fenton Bailey,98,0.73,-1.0,-1.0,-1.0,-1.0,False
Passchendaele,2008,6.5,"Drama, History, Romance",7511,Paul Gross,114,,-1.0,-1.0,-1.0,-1.0,False
Passenger 57,1992,5.9,"Action, Crime, Thriller",41113,Kevin Hooks,84,44.07,-1.0,-1.0,-1.0,-1.0,False
Passengers,2016,7.0,"Drama, Romance, Sci-Fi",287733,Morten Tyldum,116,100.01,0.0,-1.0,-1.0,0.0,True
Passengers,2008,5.9,"Drama, Fantasy, Horror",31292,Rodrigo García,93,0.27,-1.0,-1.0,-1.0,-1.0,False
Passion,2012,5.3,"Drama, Horror, Mystery",19497,Brian De Palma,102,0.09,-1.0,-1.0,-1.0,-1.0,False
Passion Play,2010,4.8,"Drama, Fantasy, Romance",6986,Mitch Glazer,94,0.0,-1.0,-1.0,-1.0,-1.0,False
Pat Garrett & Billy the Kid,1973,7.4,"Biography, Drama, Western",15847,Sam Peckinpah,122,,-1.0,-1.0,-1.0,-1.0,False
Patch Adams,1998,6.7,"Biography, Comedy, Drama",91712,Tom Shadyac,115,135.03,0.0,-1.0,0.0,0.0,True
Paterson,2016,7.4,"Comedy, Drama, Romance",50194,Jim Jarmusch,118,2.14,-1.0,-1.0,-1.0,-1.0,False
Pather Panchali,1955,8.5,Drama,18175,Satyajit Ray,125,0.54,-1.0,-1.0,-1.0,-1.0,False
Pathfinder,2007,5.4,"Action, Adventure, Drama",40094,Marcus Nispel,99,10.23,-1.0,-1.0,-1.0,-1.0,False
Pathology,2008,6.0,"Crime, Horror, Thriller",29006,Marc Schölermann,95,0.11,-1.0,-1.0,-1.0,-1.0,False
Paths of Glory,1957,8.4,"Drama, War",148855,Stanley Kubrick,88,,-1.0,-1.0,-1.0,-1.0,False
Patiala House,2011,5.9,"Drama, Sport",8012,Nikkhil Advani,140,,-1.0,-1.0,-1.0,-1.0,False
"Patrik, Age 1.5",2008,6.9,"Comedy, Drama, Romance",8430,Ella Lemhagen,103,0.06,-1.0,-1.0,-1.0,-1.0,False
Patriot Games,1992,6.9,"Action, Thriller",91355,Phillip Noyce,117,83.29,-1.0,-1.0,-1.0,-1.0,False
Patriots Day,2016,7.4,"Action, Crime, Drama",70463,Peter Berg,133,31.89,-1.0,-1.0,-1.0,-1.0,False
Patti Cake$,2017,6.6,"Drama, Music",7739,Geremy Jasper,109,0.8,-1.0,-1.0,-1.0,-1.0,False
Patton,1970,8.0,"Biography, Drama, War",85958,Franklin J. Schaffner,172,61.7,1.0,-1.0,1.0,1.0,True
Paul,2011,7.0,"Adventure, Comedy, Sci-Fi",214965,Greg Mottola,104,37.41,-1.0,-1.0,-1.0,-1.0,False
Paul Blart: Mall Cop,2009,5.2,"Action, Comedy, Crime",93139,Steve Carr,91,20.82,-1.0,-1.0,-1.0,-1.0,False
Paul Blart: Mall Cop 2,2015,4.4,"Action, Comedy, Crime",29656,Andy Fickman,94,71.04,-1.0,-1.0,-1.0,-1.0,False
Paulette,2012,6.6,"Comedy, Crime",6091,Jérôme Enrico,87,0.03,-1.0,-1.0,-1.0,-1.0,False
Paulie,1998,6.5,"Adventure, Comedy, Drama",13099,John Roberts,91,27.01,-1.0,-1.0,-1.0,-1.0,False
Paura nella città dei morti viventi,1980,6.3,Horror,13515,Lucio Fulci,93,,-1.0,-1.0,-1.0,-1.0,False
Pawn,2013,5.7,"Action, Crime, Mystery",6421,David A. Armstrong,88,0.0,-1.0,-1.0,-1.0,-1.0,False
Pawn Sacrifice,2014,7.0,"Biography, Drama, Sport",33153,Edward Zwick,115,2.44,-1.0,-1.0,-1.0,-1.0,False
Pay It Forward,2000,7.2,Drama,105313,Mimi Leder,123,33.52,-1.0,-1.0,-1.0,-1.0,False
Pay the Ghost,2015,5.2,"Drama, Horror, Mystery",13364,Uli Edel,94,,-1.0,-1.0,-1.0,-1.0,False
Payback,1999,7.1,"Action, Crime, Drama",122319,Brian Helgeland,100,81.53,-1.0,-1.0,-1.0,-1.0,False
Paycheck,2003,6.3,"Action, Adventure, Crime",96527,John Woo,119,53.79,-1.0,-1.0,-1.0,-1.0,False
"Peace, Love & Misunderstanding",2011,5.9,"Comedy, Drama, Music",7239,Bruce Beresford,96,0.54,-1.0,-1.0,-1.0,-1.0,False
Peaceful Warrior,2006,7.3,"Drama, Romance, Sport",24003,Victor Salva,120,3.96,-1.0,-1.0,-1.0,-1.0,False
Peacock,2010,6.3,"Drama, Thriller",9815,Michael Lander,90,,-1.0,-1.0,-1.0,-1.0,False
Pearl Harbor,2001,6.1,"Action, Drama, History",286347,Michael Bay,183,198.54,1.0,-1.0,0.0,1.0,True
Pecker,1998,6.4,"Comedy, Drama",12494,John Waters,87,2.28,-1.0,-1.0,-1.0,-1.0,False
Pee-wee's Big Adventure,1985,7.0,"Adventure, Comedy, Family",45531,Tim Burton,91,40.9,-1.0,-1.0,-1.0,-1.0,False
Peeping Tom,1960,7.7,"Drama, Horror, Thriller",26000,Michael Powell,101,0.08,-1.0,-1.0,-1.0,-1.0,False
Peepli (Live),2010,7.5,"Comedy, Drama",10520,Anusha Rizvi,95,0.75,-1.0,-1.0,-1.0,-1.0,False
Peggy Sue Got Married,1986,6.3,"Comedy, Drama, Fantasy",29726,Francis Ford Coppola,103,41.38,0.0,-1.0,0.0,0.0,True
Pek Yakinda,2014,7.6,Comedy,26388,Cem Yilmaz,134,,-1.0,-1.0,-1.0,-1.0,False
Pelle the Conqueror,1987,7.8,Drama,8928,Bille August,157,2.05,-1.0,-1.0,-1.0,-1.0,False
Pelé: Birth of a Legend,2016,7.2,"Biography, Drama, Sport",12901,Jeff Zimbalist,107,0.03,-1.0,-1.0,-1.0,-1.0,False
Penelope,2006,6.8,"Comedy, Fantasy, Romance",56110,Mark Palansky,104,10.01,-1.0,-1.0,-1.0,-1.0,False
Penguins of Madagascar,2014,6.7,"Animation, Adventure, Comedy",70220,Eric Darnell,92,83.35,-1.0,-1.0,-1.0,-1.0,False
People I Know,2002,5.5,"Crime, Drama",10508,Daniel Algrant,100,0.12,-1.0,-1.0,-1.0,-1.0,False
People Like Us,2012,7.1,"Comedy, Drama",38832,Alex Kurtzman,114,12.41,-1.0,-1.0,-1.0,-1.0,False
People Places Things,2015,6.9,"Comedy, Romance",7256,Jim Strouse,85,,-1.0,-1.0,-1.0,-1.0,False
